Product Name,Quantity Sold,Unit Price,Date of Sale,Region,Total Sales
Common,71,57.9,2024-06-13,North,4110.9
Practice,18,10.52,2024-05-19,North,189.36
Fill,63,13.48,2024-06-03,North,849.24
Defense,93,82.18,2024-04-24,North,7642.74
Forget,83,66.43,2024-06-13,South,5513.69
Expect,78,62.42,2024-08-06,West,4868.76
Sea,95,95.76,2024-11-15,North,9097.2
Play,68,81.62,2024-04-15,South,5550.16
Else,68,33.18,2024-10-15,North,2256.24
Form,76,95.99,2024-05-16,South,7295.24
Near,30,98.12,2024-02-15,West,2943.6
Idea,14,90.56,2024-03-30,East,1267.84
Cause,46,41.62,2024-11-24,West,1914.52
Pay,13,72.41,2024-08-13,North,941.33
Explain,89,26.31,2024-03-04,South,2341.59
Turn,16,80.56,2024-07-26,North,1288.96
If,79,20.18,2024-03-14,East,1594.22
Head,97,31.75,2024-09-17,West,3079.75
Writer,29,81.07,2024-01-30,North,2351.03
Land,82,6.49,2024-08-08,North,532.18
Front,43,7.31,2024-06-30,West,314.33
Hope,60,22.2,2024-12-05,East,1332.0
Ball,48,44.82,2024-09-28,North,2151.36
Raise,84,6.87,2024-05-03,North,577.08
Material,67,28.76,2024-06-14,South,1926.92
Else,78,41.47,2024-10-20,South,3234.66
Fact,1,79.63,2024-05-07,South,79.63
Strong,18,74.03,2024-11-25,East,1332.54
Case,45,79.87,2024-10-01,North,3594.15
Actually,25,89.87,2024-04-17,South,2246.75
Such,23,68.01,2024-09-21,East,1564.23
Amount,34,90.38,2025-01-01,North,3072.92
Push,35,93.49,2024-05-06,East,3272.15
President,31,63.24,2024-01-31,South,1960.44
Nice,17,25.93,2024-02-15,North,440.81
Network,58,88.22,2024-02-10,South,5116.76
Claim,6,52.84,2024-06-21,West,317.04
Door,65,7.96,2024-02-19,East,517.4
Continue,50,5.05,2024-11-06,North,252.5
Car,43,53.46,2024-06-14,North,2298.78
Even,61,24.63,2024-05-05,East,1502.43
Decision,60,73.72,2024-09-19,West,4423.2
Well,25,65.72,2024-10-03,West,1643.0
Huge,9,43.61,2024-10-23,West,392.49
Price,74,46.83,2024-11-21,North,3465.42
His,14,28.38,2024-09-07,North,397.32
Pressure,45,14.2,2025-01-17,East,639.0
Expect,25,45.53,2024-07-28,East,1138.25
Western,46,29.35,2024-09-15,West,1350.1
Society,87,13.63,2024-08-21,East,1185.81
Its,66,85.81,2024-10-20,East,5663.46
Most,43,37.54,2024-06-27,South,1614.22
Cut,75,15.64,2025-01-03,East,1173.0
Least,85,28.42,2024-10-21,North,2415.7
Three,22,78.35,2024-10-29,South,1723.7
Security,55,68.78,2024-07-04,East,3782.9
Girl,73,32.34,2024-06-05,South,2360.82
Growth,65,45.86,2024-04-06,East,2980.9
Single,25,36.72,2024-09-18,North,918.0
Trial,24,54.05,2024-04-11,East,1297.2
History,32,6.65,2025-01-25,North,212.8
Civil,53,93.95,2024-02-03,North,4979.35
Him,60,99.93,2024-09-02,North,5995.8
Air,49,85.79,2024-04-22,West,4203.71
Above,78,16.88,2024-02-28,South,1316.64
Similar,94,58.07,2024-10-07,North,5458.58
Suffer,15,82.46,2024-04-15,East,1236.9
Specific,11,70.63,2024-03-18,East,776.93
Read,31,67.6,2024-02-19,West,2095.6
Day,3,63.52,2024-04-19,South,190.56
Attack,58,98.99,2024-09-14,South,5741.42
Vote,7,29.91,2024-03-08,East,209.37
Policy,50,65.18,2024-02-05,West,3259.0
Order,41,58.55,2024-05-03,South,2400.55
Thousand,54,32.84,2024-06-29,North,1773.36
Away,71,45.05,2024-03-07,South,3198.55
Production,44,54.88,2024-10-18,North,2414.72
Be,47,11.13,2024-03-22,South,523.11
Make,79,42.59,2025-01-17,West,3364.61
Central,13,90.95,2024-02-27,South,1182.35
Information,37,31.91,2024-08-20,West,1180.67
Pattern,63,95.47,2024-07-16,West,6014.61
Must,7,30.04,2024-05-20,North,210.28
Gas,81,46.14,2024-04-30,North,3737.34
Pm,19,28.05,2024-04-08,North,532.95
Church,47,11.38,2024-02-07,North,534.86
Sport,3,71.23,2024-04-29,South,213.69
Attorney,100,28.43,2024-10-24,West,2843.0
Again,4,21.08,2024-09-12,East,84.32
Up,19,59.82,2024-06-29,North,1136.58
Agree,15,45.46,2024-03-03,North,681.9
Growth,4,7.43,2024-04-10,South,29.72
Stage,6,26.03,2024-09-07,South,156.18
She,43,7.91,2025-01-19,East,340.13
Day,10,82.46,2024-04-20,South,824.6
Develop,38,69.68,2024-11-26,East,2647.84
Sound,66,86.93,2025-01-11,South,5737.38
Thing,79,66.57,2024-04-25,West,5259.03
Sing,51,72.82,2025-01-23,West,3713.82
Where,66,66.48,2024-03-30,West,4387.68
Open,53,73.83,2024-03-07,West,3912.99
Agency,74,17.26,2024-03-07,South,1277.24
Camera,69,90.01,2024-03-17,East,6210.69
Paper,50,98.02,2024-11-25,North,4901.0
South,67,6.29,2024-09-29,South,421.43
Own,88,63.53,2024-09-26,North,5590.64
Edge,17,17.82,2024-12-15,South,302.94
Child,16,7.86,2024-06-09,South,125.76
Camera,11,38.63,2024-08-15,East,424.93
Act,59,93.98,2024-05-03,East,5544.82
Red,51,8.39,2024-05-08,West,427.89
Table,58,48.36,2024-02-27,East,2804.88
Nature,20,27.32,2025-01-11,North,546.4
Her,73,29.1,2024-09-29,North,2124.3
Religious,69,13.98,2025-01-11,North,964.62
Anyone,56,94.64,2024-08-12,West,5299.84
Middle,7,34.44,2024-07-15,North,241.08
Girl,3,22.61,2024-08-13,East,67.83
Create,15,87.23,2024-11-04,North,1308.45
They,38,61.94,2024-08-03,North,2353.72
Usually,52,71.59,2024-03-24,East,3722.68
Herself,27,32.56,2024-05-04,East,879.12
Or,2,10.04,2024-02-07,West,20.08
National,99,15.03,2024-07-26,North,1487.97
Shake,32,19.17,2024-08-30,East,613.44
Party,66,98.06,2024-04-25,North,6471.96
Town,30,78.21,2024-10-05,South,2346.3
Heavy,99,97.27,2024-05-12,North,9629.73
Democrat,8,69.64,2025-01-01,South,557.12
Him,35,74.81,2024-09-10,East,2618.35
Whatever,20,56.74,2024-05-09,West,1134.8
Build,67,84.89,2024-03-29,East,5687.63
Top,15,56.63,2024-08-20,East,849.45
School,98,92.32,2024-12-12,East,9047.36
Step,7,92.48,2024-09-16,North,647.36
Artist,80,42.63,2024-08-15,West,3410.4
Manager,94,64.82,2024-09-10,East,6093.08
Try,94,55.54,2024-09-25,North,5220.76
Effect,35,17.37,2024-02-10,South,607.95
Class,33,35.09,2025-01-20,West,1157.97
Prevent,21,41.4,2024-04-09,South,869.4
Across,15,34.66,2024-06-05,North,519.9
Fly,9,99.26,2024-06-18,South,893.34
You,59,67.51,2025-01-11,East,3983.09
Company,33,64.66,2024-04-27,South,2133.78
Send,33,28.58,2024-03-31,West,943.14
She,81,18.14,2024-05-21,North,1469.34
Recent,94,72.44,2024-04-29,West,6809.36
Officer,31,95.17,2024-10-16,East,2950.27
Fly,28,83.66,2024-06-06,West,2342.48
Better,73,69.53,2024-09-20,East,5075.69
Life,77,95.7,2024-02-16,East,7368.9
Education,35,99.03,2024-10-18,North,3466.05
Prove,99,94.67,2024-02-10,North,9372.33
Answer,52,28.77,2024-04-21,West,1496.04
Argue,49,66.96,2024-07-09,West,3281.04
Life,4,49.82,2024-10-17,West,199.28
Event,49,60.84,2024-03-24,West,2981.16
Important,57,29.5,2024-03-12,North,1681.5
Long,4,37.98,2024-09-13,North,151.92
Name,53,12.15,2024-07-17,East,643.95
Laugh,75,45.55,2024-05-09,North,3416.25
Provide,92,6.75,2024-10-13,West,621.0
Reality,90,87.17,2024-06-23,West,7845.3
Anything,44,28.82,2024-09-21,North,1268.08
Course,65,91.88,2025-01-03,South,5972.2
Feel,76,25.62,2024-02-07,East,1947.12
Often,38,33.61,2024-07-11,East,1277.18
Each,36,59.47,2024-07-25,North,2140.92
Father,12,64.43,2024-11-11,West,773.16
Probably,22,36.73,2024-08-15,South,808.06
Eat,67,68.29,2024-10-06,East,4575.43
List,26,73.99,2024-12-31,South,1923.74
Military,88,33.38,2024-12-01,South,2937.44
Her,2,83.59,2024-10-16,South,167.18
Design,12,28.25,2024-07-12,South,339.0
Name,97,32.5,2024-07-08,West,3152.5
Market,100,35.46,2024-04-18,South,3546.0
Not,61,56.49,2025-01-03,North,3445.89
Operation,35,43.33,2024-12-31,East,1516.55
Whether,1,77.88,2024-08-16,South,77.88
Difficult,64,48.64,2024-09-04,East,3112.96
Over,4,40.72,2024-02-29,North,162.88
During,94,96.67,2024-05-21,East,9086.98
Provide,32,21.03,2024-03-06,South,672.96
Garden,33,67.57,2024-10-04,North,2229.81
Hard,12,41.18,2024-10-19,South,494.16
Mission,18,92.9,2024-02-12,South,1672.2
Cultural,76,37.32,2024-11-27,East,2836.32
Above,79,59.21,2024-06-03,South,4677.59
Thank,73,65.75,2024-09-30,East,4799.75
Whom,25,72.23,2024-04-05,West,1805.75
Audience,4,77.21,2024-12-17,North,308.84
Decide,17,58.73,2024-09-17,South,998.41
Ask,17,90.69,2024-06-01,East,1541.73
Model,17,65.52,2024-09-21,West,1113.84
Fire,5,70.43,2024-03-10,West,352.15
Investment,45,84.2,2024-03-12,North,3789.0
Picture,52,35.73,2024-11-26,South,1857.96
Off,11,50.01,2024-04-21,West,550.11
Foot,5,63.35,2024-10-20,South,316.75
Receive,22,72.33,2024-07-07,North,1591.26
Interesting,27,77.83,2024-03-31,West,2101.41
Experience,27,29.45,2024-07-21,East,795.15
Each,52,14.69,2024-06-08,North,763.88
Night,71,10.02,2024-02-27,East,711.42
Room,35,92.9,2024-10-29,North,3251.5
Your,94,13.58,2024-10-26,West,1276.52
Friend,86,23.44,2024-08-21,North,2015.84
Any,50,43.1,2024-10-23,West,2155.0
Federal,67,49.83,2024-09-18,East,3338.61
Not,5,96.82,2024-03-09,East,484.1
Institution,47,20.61,2024-11-14,North,968.67
Water,29,70.4,2024-05-03,South,2041.6
Response,6,40.96,2024-05-31,North,245.76
Professional,13,49.35,2024-03-21,South,641.55
Worry,7,87.32,2024-02-03,West,611.24
Voice,39,8.26,2024-11-04,North,322.14
Stand,70,87.48,2024-11-16,East,6123.6
Number,38,20.15,2024-07-17,East,765.7
Cover,73,10.24,2024-03-04,South,747.52
Form,57,42.82,2024-02-11,West,2440.74
Bad,18,38.39,2024-10-16,East,691.02
Business,37,42.62,2024-03-01,West,1576.94
Administration,3,36.04,2024-07-01,East,108.12
Four,50,79.13,2024-02-07,East,3956.5
Small,66,18.88,2024-12-25,West,1246.08
Play,95,6.5,2024-06-18,West,617.5
Red,63,19.87,2024-04-09,East,1251.81
Trouble,33,20.22,2024-11-10,East,667.26
Myself,58,49.07,2024-03-24,East,2846.06
Mrs,10,9.87,2024-08-09,North,98.7
Think,44,64.64,2024-12-17,South,2844.16
Congress,3,9.5,2024-08-07,North,28.5
Long,93,25.43,2024-11-01,North,2364.99
Success,63,99.15,2025-01-22,West,6246.45
Start,81,76.7,2024-04-08,East,6212.7
Everybody,56,65.74,2024-05-09,South,3681.44
Rate,2,89.87,2024-08-17,East,179.74
Join,87,47.26,2024-02-05,West,4111.62
Choose,42,92.85,2024-09-02,North,3899.7
Major,86,50.4,2024-10-04,West,4334.4
Feeling,77,84.01,2025-01-07,South,6468.77
Religious,12,43.21,2024-02-26,East,518.52
Employee,79,21.26,2024-06-11,West,1679.54
Society,35,83.34,2024-03-05,South,2916.9
Pay,45,47.97,2024-09-05,West,2158.65
Ready,53,24.09,2024-12-07,East,1276.77
Democrat,71,98.68,2024-05-10,South,7006.28
Approach,45,8.97,2024-09-16,South,403.65
Cost,9,62.24,2024-04-23,South,560.16
Anything,14,99.91,2024-05-26,North,1398.74
Type,76,45.54,2024-07-25,North,3461.04
Bar,22,67.02,2024-08-11,North,1474.44
This,43,53.1,2024-11-27,East,2283.3
Attorney,15,22.85,2024-04-24,South,342.75
Ready,15,16.09,2024-06-22,West,241.35
Table,7,10.88,2024-09-08,West,76.16
Million,47,9.36,2024-08-19,West,439.92
Without,39,45.51,2024-07-31,East,1774.89
Executive,81,36.98,2024-12-20,West,2995.38
Never,72,87.22,2024-10-28,West,6279.84
Arm,91,19.88,2025-01-04,East,1809.08
Stock,58,39.5,2024-08-29,South,2291.0
Race,89,33.36,2024-06-19,West,2969.04
Eye,81,97.38,2024-09-01,North,7887.78
Respond,30,46.64,2024-05-25,East,1399.2
Or,55,82.03,2024-06-02,East,4511.65
Government,28,53.35,2024-02-21,West,1493.8
Listen,20,89.88,2024-03-05,East,1797.6
Best,32,95.62,2024-07-28,West,3059.84
Organization,31,29.13,2024-03-27,South,903.03
South,100,10.12,2024-03-05,South,1012.0
Clear,89,40.38,2024-11-28,South,3593.82
Throughout,77,67.88,2024-04-11,East,5226.76
Situation,63,33.5,2024-07-13,South,2110.5
True,78,35.43,2024-11-08,South,2763.54
Community,61,85.61,2024-10-12,West,5222.21
Ability,59,80.18,2024-02-22,West,4730.62
Expert,97,53.73,2024-05-29,West,5211.81
Culture,75,7.06,2024-01-27,West,529.5
View,65,35.96,2024-07-07,South,2337.4
Interview,45,40.33,2024-12-11,West,1814.85
Away,57,50.3,2024-10-20,South,2867.1
Your,74,97.04,2024-07-30,North,7180.96
Power,80,27.78,2024-06-04,East,2222.4
He,70,82.16,2024-07-28,East,5751.2
Picture,86,25.65,2024-02-23,South,2205.9
Most,15,83.92,2024-07-24,North,1258.8
Use,55,46.05,2024-10-12,South,2532.75
End,7,85.84,2025-01-19,East,600.88
Any,71,9.65,2024-07-14,West,685.15
Baby,14,89.47,2024-10-02,South,1252.58
Answer,79,89.93,2024-12-02,South,7104.47
Happy,68,41.85,2024-09-12,East,2845.8
Enter,75,50.64,2024-04-03,North,3798.0
Local,20,49.62,2024-06-02,West,992.4
Himself,91,25.35,2025-01-04,North,2306.85
Possible,66,56.87,2024-09-01,North,3753.42
Follow,11,30.0,2024-12-15,West,330.0
Car,43,10.57,2024-10-31,North,454.51
Middle,55,28.33,2024-07-15,South,1558.15
Listen,86,81.88,2024-10-17,North,7041.68
Me,40,68.31,2024-06-05,South,2732.4
Suddenly,75,35.06,2024-04-19,South,2629.5
Remain,18,87.47,2024-11-29,South,1574.46
Offer,54,45.54,2024-06-24,West,2459.16
Black,49,87.68,2024-08-17,South,4296.32
Strategy,65,65.48,2024-02-22,West,4256.2
Smile,94,53.82,2024-10-02,East,5059.08
Per,96,69.79,2024-09-17,South,6699.84
Former,2,33.14,2024-02-05,East,66.28
Participant,54,99.47,2024-05-20,North,5371.38
Idea,34,38.7,2024-10-08,West,1315.8
Meeting,68,17.73,2024-03-11,East,1205.64
Fast,10,35.69,2024-02-09,North,356.9
Month,36,82.62,2024-05-06,East,2974.32
Tonight,76,62.19,2024-11-27,North,4726.44
Reduce,98,33.89,2024-02-13,East,3321.22
Page,75,67.01,2024-07-28,East,5025.75
Voice,90,77.93,2024-01-28,West,7013.7
Audience,10,34.66,2024-05-01,South,346.6
Involve,54,18.95,2024-09-12,North,1023.3
Appear,89,57.7,2024-07-08,South,5135.3
Five,98,21.47,2024-03-06,East,2104.06
Never,64,26.4,2024-09-25,South,1689.6
Defense,8,64.99,2024-11-03,East,519.92
Accept,4,42.01,2024-01-30,East,168.04
Compare,83,72.2,2024-06-21,North,5992.6
Piece,61,12.03,2024-03-05,East,733.83
Skill,27,8.08,2024-03-04,North,218.16
Event,58,58.21,2024-08-04,East,3376.18
Strong,67,68.61,2024-09-06,West,4596.87
Interesting,68,38.51,2024-08-23,East,2618.68
Accept,64,9.28,2024-03-27,North,593.92
Thought,51,94.61,2024-08-12,North,4825.11
Travel,1,80.49,2024-08-01,South,80.49
Official,45,43.0,2024-10-14,South,1935.0
Movie,28,39.37,2024-02-01,North,1102.36
Two,65,79.51,2024-09-27,East,5168.15
Fight,98,38.75,2024-08-07,South,3797.5
Attorney,43,20.85,2024-12-27,North,896.55
Job,6,78.62,2024-08-24,East,471.72
Himself,93,78.91,2024-09-13,North,7338.63
Board,56,96.44,2024-10-10,North,5400.64
Yard,31,23.64,2024-04-06,North,732.84
Several,56,57.26,2025-01-16,West,3206.56
Car,43,73.13,2024-11-27,South,3144.59
Analysis,60,57.95,2024-01-28,North,3477.0
Wrong,9,72.94,2024-09-15,East,656.46
Whatever,63,6.87,2025-01-12,East,432.81
Item,84,22.49,2024-08-27,East,1889.16
Attention,83,21.06,2024-03-18,North,1747.98
Few,100,50.78,2024-06-22,North,5078.0
Open,5,18.87,2024-04-02,East,94.35
Our,26,46.52,2024-12-06,East,1209.52
Apply,29,28.38,2024-07-23,West,823.02
Challenge,72,19.08,2024-09-25,East,1373.76
Large,71,68.78,2024-01-27,East,4883.38
Firm,68,73.79,2024-08-10,South,5017.72
Where,17,8.99,2024-02-21,East,152.83
Movie,52,49.92,2024-05-30,West,2595.84
Situation,85,36.07,2024-06-13,North,3065.95
Push,17,46.69,2024-09-04,South,793.73
Across,7,91.16,2024-06-02,North,638.12
Attack,56,80.79,2024-04-19,South,4524.24
Trouble,9,58.96,2024-02-19,South,530.64
Image,2,19.26,2024-04-17,East,38.52
Experience,91,70.37,2024-02-21,East,6403.67
Never,39,8.93,2024-03-23,South,348.27
Watch,42,77.14,2024-01-31,North,3239.88
Apply,32,12.23,2024-06-01,West,391.36
Eight,13,39.87,2024-02-22,East,518.31
Approach,87,25.42,2024-08-31,North,2211.54
Summer,89,6.79,2024-10-23,South,604.31
Find,47,84.83,2024-02-20,North,3987.01
Enter,32,59.07,2025-01-13,South,1890.24
Doctor,49,41.41,2024-04-19,South,2029.09
Middle,54,74.56,2024-12-20,North,4026.24
Own,19,92.21,2024-07-18,North,1751.99
Young,21,32.03,2024-10-04,East,672.63
Past,24,73.88,2024-09-02,North,1773.12
Job,94,66.66,2024-06-11,West,6266.04
Send,76,94.93,2024-10-01,North,7214.68
Present,58,65.61,2024-02-22,North,3805.38
When,48,81.81,2024-06-12,North,3926.88
Open,80,92.56,2024-08-06,South,7404.8
Town,15,62.56,2024-06-07,West,938.4
Maybe,96,14.66,2024-11-04,North,1407.36
Hear,6,17.44,2024-05-16,East,104.64
Perhaps,91,35.2,2024-07-03,South,3203.2
Card,32,66.03,2024-09-30,West,2112.96
Together,26,89.97,2024-12-09,South,2339.22
Executive,55,95.93,2024-02-15,North,5276.15
Play,69,96.35,2024-05-09,North,6648.15
Someone,39,10.47,2024-11-01,South,408.33
Least,47,24.84,2024-03-29,North,1167.48
Last,10,54.0,2024-09-07,North,540.0
Base,77,16.82,2025-01-07,North,1295.14
Expect,99,18.99,2024-01-28,North,1880.01
Recognize,78,29.44,2024-07-02,West,2296.32
Approach,45,98.66,2024-06-07,West,4439.7
Big,51,52.29,2024-10-27,South,2666.79
Something,3,27.93,2024-04-14,South,83.79
Class,9,54.31,2024-03-14,East,488.79
Stay,83,49.11,2024-05-17,North,4076.13
She,39,98.21,2024-07-12,North,3830.19
Scene,8,46.73,2024-02-14,East,373.84
Whose,33,19.74,2024-10-05,West,651.42
True,61,79.68,2024-11-02,East,4860.48
Money,19,90.35,2024-08-04,West,1716.65
Tell,14,25.05,2024-10-25,West,350.7
Ok,4,7.56,2024-10-10,East,30.24
Order,91,41.93,2024-12-08,South,3815.63
Include,100,17.24,2024-07-20,West,1724.0
Start,42,10.45,2024-04-19,East,438.9
Water,89,36.54,2024-11-06,North,3252.06
Others,23,33.57,2024-05-13,North,772.11
Nice,36,55.63,2024-08-13,North,2002.68
Apply,67,67.4,2024-03-07,West,4515.8
Participant,15,69.94,2024-11-02,West,1049.1
Property,84,60.39,2024-05-26,South,5072.76
Actually,77,8.09,2024-12-06,North,622.93
Away,100,11.95,2024-11-29,South,1195.0
Always,11,35.64,2024-08-31,North,392.04
Type,7,94.15,2024-12-22,West,659.05
Cover,46,72.31,2024-09-11,West,3326.26
Together,13,61.29,2024-05-11,East,796.77
Draw,11,33.24,2024-12-16,North,365.64
Animal,66,91.51,2024-08-11,East,6039.66
Us,61,5.86,2024-09-28,North,357.46
Room,9,55.05,2024-04-26,South,495.45
Quickly,47,64.91,2024-09-04,West,3050.77
Hospital,55,88.36,2024-09-28,East,4859.8
Administration,56,88.27,2024-03-18,North,4943.12
Ahead,54,75.27,2024-03-22,North,4064.58
Coach,36,98.9,2024-05-14,West,3560.4
Send,85,79.54,2024-06-02,North,6760.9
Word,57,53.77,2024-11-22,North,3064.89
Strategy,75,93.63,2024-09-22,East,7022.25
Use,52,34.11,2024-06-08,West,1773.72
That,71,6.75,2024-05-05,East,479.25
Stage,95,20.33,2024-05-17,South,1931.35
Despite,48,56.89,2024-08-12,West,2730.72
Admit,47,37.36,2025-01-22,South,1755.92
Five,68,42.39,2025-01-07,South,2882.52
Couple,55,41.3,2024-04-07,East,2271.5
Leave,73,55.85,2024-09-07,West,4077.05
Try,54,81.55,2024-09-16,South,4403.7
Mean,47,72.4,2024-07-14,West,3402.8
Feel,48,27.68,2024-05-19,West,1328.64
Level,26,64.34,2024-02-16,South,1672.84
Site,21,64.09,2024-09-17,East,1345.89
Various,9,13.54,2024-02-19,East,121.86
Candidate,54,42.1,2024-03-26,West,2273.4
Commercial,17,58.59,2024-09-07,East,996.03
Rest,60,85.38,2024-07-11,West,5122.8
Also,49,55.73,2024-12-04,West,2730.77
Reveal,30,11.25,2024-04-29,South,337.5
Visit,67,49.48,2024-10-05,East,3315.16
Process,85,71.14,2024-07-19,South,6046.9
Student,61,71.34,2024-05-19,West,4351.74
Check,91,98.54,2025-01-26,South,8967.14
All,29,35.87,2024-02-01,South,1040.23
Name,15,12.98,2024-04-02,West,194.7
Send,36,38.97,2024-11-30,East,1402.92
Available,15,96.03,2024-08-15,North,1440.45
Color,96,91.57,2024-08-06,North,8790.72
Thing,50,65.26,2024-08-27,South,3263.0
Threat,64,96.46,2024-09-20,North,6173.44
Bring,54,60.59,2024-04-24,West,3271.86
Government,11,37.27,2024-03-11,East,409.97
Across,69,70.89,2024-02-04,South,4891.41
Paper,37,42.23,2024-08-02,East,1562.51
President,97,25.66,2025-01-17,East,2489.02
Heavy,25,83.62,2024-09-10,South,2090.5
Give,4,63.12,2024-10-04,West,252.48
For,79,66.04,2024-12-10,South,5217.16
Owner,20,29.02,2024-02-23,South,580.4
Maybe,17,16.36,2024-06-29,East,278.12
Require,15,77.34,2024-04-17,South,1160.1
Perhaps,1,16.49,2024-07-28,South,16.49
Company,5,83.29,2024-02-17,North,416.45
Movie,50,19.13,2024-12-31,South,956.5
Responsibility,79,91.4,2024-06-02,East,7220.6
Despite,50,87.92,2024-12-16,East,4396.0
Else,13,70.62,2024-03-27,West,918.06
New,78,90.57,2024-03-10,North,7064.46
Sister,36,56.67,2024-11-13,North,2040.12
Someone,44,95.53,2024-09-10,East,4203.32
Site,12,84.74,2024-02-16,South,1016.88
Over,12,39.51,2024-04-04,South,474.12
Result,90,83.21,2024-09-01,North,7488.9
Various,65,54.42,2024-03-11,West,3537.3
Smile,95,88.85,2024-10-02,West,8440.75
Matter,55,91.71,2024-04-13,South,5044.05
Start,72,78.71,2025-01-02,West,5667.12
Across,43,41.43,2025-01-08,East,1781.49
Report,4,34.98,2024-07-08,East,139.92
Believe,85,27.6,2024-08-30,North,2346.0
During,5,55.73,2024-09-23,East,278.65
Necessary,40,81.22,2024-07-19,South,3248.8
Science,1,15.72,2024-04-05,West,15.72
Anyone,98,75.79,2024-12-08,West,7427.42
Camera,27,91.84,2025-01-22,North,2479.68
Official,95,63.0,2024-09-10,West,5985.0
Particular,58,74.78,2024-07-20,South,4337.24
Anything,96,35.39,2024-05-31,East,3397.44
Interview,94,95.66,2024-07-25,South,8992.04
Today,26,7.45,2024-06-13,North,193.7
Consider,31,94.51,2024-11-01,East,2929.81
Nothing,68,50.04,2024-11-07,South,3402.72
Experience,87,6.81,2024-12-17,West,592.47
As,96,26.87,2024-04-29,West,2579.52
Party,49,88.89,2024-06-28,South,4355.61
High,30,79.87,2024-11-25,North,2396.1
Group,44,16.99,2024-11-22,South,747.56
Role,4,33.18,2024-09-17,South,132.72
Us,54,57.74,2024-10-28,West,3117.96
Design,28,45.37,2024-08-20,South,1270.36
Its,51,82.12,2024-06-13,East,4188.12
Clearly,82,15.18,2024-06-24,West,1244.76
From,59,73.78,2024-12-18,South,4353.02
Of,77,68.42,2025-01-01,North,5268.34
Either,100,30.74,2024-08-02,South,3074.0
Your,52,58.07,2024-07-06,East,3019.64
History,47,86.4,2024-08-02,South,4060.8
Behind,58,55.1,2024-03-31,South,3195.8
Work,30,71.3,2024-06-28,South,2139.0
Movie,89,85.81,2024-03-17,South,7637.09
Modern,70,15.05,2024-02-20,East,1053.5
Her,94,64.14,2024-07-20,West,6029.16
Even,81,30.71,2024-09-12,West,2487.51
Little,25,93.5,2024-02-19,East,2337.5
Should,43,34.81,2024-04-28,South,1496.83
Thousand,98,72.76,2024-08-05,North,7130.48
Treatment,11,86.82,2024-11-30,North,955.02
May,78,22.08,2024-05-29,West,1722.24
How,21,65.28,2024-09-13,North,1370.88
Rest,74,31.38,2024-05-20,West,2322.12
Effort,42,74.92,2024-12-22,South,3146.64
Career,53,74.43,2024-10-12,East,3944.79
Give,5,46.71,2024-05-29,West,233.55
Space,78,59.49,2024-12-24,North,4640.22
Nature,50,92.21,2024-08-02,East,4610.5
Through,48,29.16,2024-11-24,West,1399.68
Current,26,24.02,2024-12-27,South,624.52
Magazine,36,53.64,2025-01-26,North,1931.04
Ability,32,74.75,2024-05-12,North,2392.0
Ask,58,60.51,2024-05-27,East,3509.58
Key,99,22.63,2024-07-12,North,2240.37
Grow,91,14.57,2024-07-15,West,1325.87
Imagine,63,22.18,2024-12-10,East,1397.34
Mother,75,61.51,2024-11-05,West,4613.25
Ready,42,36.2,2024-02-10,South,1520.4
Low,34,95.41,2024-09-15,South,3243.94
Administration,50,46.7,2024-09-06,West,2335.0
Window,13,14.78,2024-05-18,South,192.14
Carry,76,79.92,2024-06-23,South,6073.92
Rise,57,65.26,2024-02-03,South,3719.82
Movement,93,24.45,2024-11-23,East,2273.85
Manage,99,48.18,2025-01-25,South,4769.82
Probably,29,12.76,2024-09-03,North,370.04
Alone,53,95.85,2024-08-05,West,5080.05
Artist,74,97.06,2024-05-09,East,7182.44
Few,45,46.62,2024-10-25,West,2097.9
Turn,31,67.42,2024-03-02,North,2090.02
Network,84,38.36,2024-03-30,North,3222.24
People,75,25.95,2024-07-07,South,1946.25
This,11,82.28,2024-06-21,East,905.08
Agency,78,62.41,2024-08-30,West,4867.98
Specific,21,41.67,2024-03-27,North,875.07
Treat,89,91.69,2024-10-12,North,8160.41
Course,95,8.3,2024-04-12,West,788.5
Church,38,40.09,2024-12-28,West,1523.42
Leader,78,19.68,2024-02-12,North,1535.04
Drive,45,93.53,2024-06-29,West,4208.85
Action,35,94.21,2024-12-27,South,3297.35
Truth,36,38.58,2024-07-17,South,1388.88
Moment,61,19.85,2024-10-15,North,1210.85
Prevent,56,63.25,2024-03-25,North,3542.0
Send,80,63.41,2024-05-15,West,5072.8
Clear,100,99.1,2024-12-20,West,9910.0
College,64,64.72,2024-04-12,West,4142.08
Build,78,20.15,2024-05-31,West,1571.7
Spring,26,58.48,2024-07-03,North,1520.48
Southern,80,5.11,2024-05-23,North,408.8
Wonder,4,49.26,2024-07-02,North,197.04
Religious,42,36.62,2024-06-21,South,1538.04
Fast,77,87.85,2024-12-19,East,6764.45
Section,78,30.48,2024-02-05,West,2377.44
Education,88,78.49,2024-07-15,West,6907.12
Sense,25,77.5,2024-12-23,South,1937.5
Democrat,70,89.69,2024-02-13,West,6278.3
Be,5,43.83,2024-07-31,South,219.15
Wall,63,6.03,2025-01-23,East,379.89
Third,34,73.5,2024-12-24,South,2499.0
Hope,46,66.6,2024-08-03,South,3063.6
Yourself,88,59.89,2024-04-28,South,5270.32
However,90,54.84,2024-02-01,West,4935.6
